date,86.914,86.914_trend,86.914_0.5yr,86.914_1yr,86.914_12.87yr,86.914_jump,86.914_exp,86.914_model,86.914_noise,86.914_wtest,flagged
2016-11-12,-46.000000,-42.163678,-0.635717,1.601399,0.124498,0.778518,-5.500898,-45.795878,-0.204122,-0.102061,False
2016-12-06,-42.000000,-42.274215,0.325710,1.602455,0.188165,0.778518,-5.506134,-44.885502,2.885502,1.442751,False
2017-01-17,-46.000000,-42.466204,1.199600,0.983349,0.299193,0.778518,-5.513785,-44.719328,-1.280672,-0.640336,False
2017-02-08,-48.000000,-42.566098,0.751481,0.430015,0.357095,0.778518,-5.517140,-45.766129,-2.233871,-1.116936,False
2017-03-08,-49.000000,-42.692398,-0.352914,-0.350935,0.430335,0.778518,-5.520857,-47.708251,-1.291749,-0.645874,False
2017-04-17,-51.000000,-42.871198,-1.206013,-1.286691,0.533891,0.778518,-5.525258,-49.576752,-1.423248,-0.711624,False
2017-05-18,-51.000000,-43.008450,-0.474074,-1.622194,0.613111,0.778518,-5.528055,-49.241145,-1.758855,-0.879428,False
2017-06-14,-51.000000,-43.127056,0.610530,-1.546998,0.681255,0.778518,-5.530128,-48.133879,-2.866121,-1.433060,False
2017-07-18,-49.000000,-43.275169,1.202433,-0.994572,0.765791,0.778518,-5.532333,-47.055332,-1.944668,-0.972334,False
2017-08-02,-49.000000,-43.340073,0.969476,-0.629733,0.802594,0.778518,-5.533180,-46.952399,-2.047601,-1.023801,False
2017-09-10,-43.000000,-43.507563,-0.489770,0.446547,0.896732,0.778518,-5.535081,-47.410617,4.410617,2.205309,False
2017-10-06,-46.000000,-43.618212,-1.171610,1.083938,0.958150,0.778518,-5.536137,-47.505352,1.505352,0.752676,False
2017-11-02,-45.000000,-43.732260,-0.950361,1.518525,1.020704,0.778518,-5.537083,-46.901957,1.901957,0.950979,False
2017-12-21,-44.000000,-43.937006,0.857726,1.465386,1.130772,0.778518,-5.538477,-45.243081,1.243081,0.621540,False
2018-01-11,-43.000000,-44.023875,1.209967,1.112982,1.176485,0.778518,-5.538968,-45.284891,2.284891,1.142446,False
2018-02-06,-47.000000,-44.130695,0.815149,0.484113,1.231791,0.778518,-5.539501,-46.360624,-0.639376,-0.319688,False
2018-03-13,-47.000000,-44.273213,-0.546360,-0.487047,1.303878,0.778518,-5.540107,-48.764330,1.764330,0.882165,False
2018-04-10,-49.000000,-44.386172,-1.200544,-1.155799,1.359498,0.778518,-5.540513,-50.145012,1.145012,0.572506,False
2018-05-08,-50.000000,-44.498192,-0.822842,-1.561191,1.413212,0.778518,-5.540862,-50.231357,0.231357,0.115679,False
2018-06-20,-48.000000,-44.668395,0.812360,-1.483710,1.491816,0.778518,-5.541301,-48.610712,0.610712,0.305356,False
2018-07-16,-48.000000,-44.770235,1.210193,-1.038719,1.536966,0.778518,-5.541520,-47.824796,-0.175204,-0.087602,False
2018-08-06,-47.000000,-44.851899,0.860381,-0.524313,1.572080,0.778518,-5.541675,-47.706908,0.706908,0.353454,False
2018-09-04,-47.000000,-44.963806,-0.251908,0.281840,1.618525,0.778518,-5.541862,-48.078692,1.078692,0.539346,False
2018-10-02,-48.000000,-45.070899,-1.117772,0.997011,1.661060,0.778518,-5.542016,-48.294097,0.294097,0.147049,False
